FSC.H,SSC.H,FL1.H,FL2.H,FL3.H,FL4.H,label
434,102,56.5714302062988,150.857147216797,90.9879837036133,181.413436889648,4
166,98,55.3928565979004,99.0,98.3653869628906,335.990570068359,4
260,144,130.821426391602,100.178573608398,23.3617782592773,276.95068359375,4
371,82,60.1071434020996,16.5,97.1358184814453,266.216156005859,4
351,232,127.285713195801,196.821426391602,19.6730766296387,214.690444946289,4
191,40,14.1428575515747,66.0,19.6730766296387,213.617004394531,4
469,119,0.0,57.75,0.0,339.210906982422,4
79,165,0.0,0.0,81.1514434814453,270.509979248047,4
400,93,581.035705566406,0.0,552.075744628906,60.1133270263672,1
181,119,192.107147216797,130.821426391602,269.275238037109,252.261276245117,4
306,188,83.6785736083984,77.7857131958008,94.6766815185547,224.351516723633,4
301,73,590.464294433594,159.107147216797,532.402648925781,0.0,1
433,114,45.9642868041992,140.25,45.4939918518066,232.93913269043,4
208,89,80.1428604125977,86.0357131958008,28.2800483703613,124.520462036133,4
62,71,0.0,0.0,0.0,303.786987304688,4
305,143,43.6071434020996,239.25,247.143035888672,161.017837524414,4
432,103,614.035705566406,0.0,619.701904296875,244.747116088867,1
